<181>,2024-01-01 08:13:05,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:13:05,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:13:05,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1259'
<181>,2024-01-01 08:13:05,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:18:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:18:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:18:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1268'
<181>,2024-01-01 08:18:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:20:58,M6424,'Base,NOT SYS ttyS0 root 'no logging monitorinternal2 1175'
<181>,2024-01-01 08:20:58,M6424,'Base,NOT SYS ttyS0 root 'end'
<181>,2024-01-01 08:23:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:23:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:23:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1282'
<181>,2024-01-01 08:23:06,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:28:07,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:28:07,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:28:07,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1291'
<181>,2024-01-01 08:28:07,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:33:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:33:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:33:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1300'
<181>,2024-01-01 08:33:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:38:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:38:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:38:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1313'
<181>,2024-01-01 08:38:08,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:43:09,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:43:09,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:43:09,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1322'
<181>,2024-01-01 08:43:09,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:48:09,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:48:10,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:48:10,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'exit'
<181>,2024-01-01 08:53:10,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:53:10,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:53:10,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1344'
<181>,2024-01-01 08:53:10,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 08:58:11,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 08:58:11,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 08:58:11,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'exit'
<181>,2024-01-01 09:03:11,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 09:03:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 09:03:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1362'
<181>,2024-01-01 09:03:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 09:08:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 09:08:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 09:08:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1375'
<181>,2024-01-01 09:08:12,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
<181>,2024-01-01 09:13:13,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface transceiver 1/1'
<181>,2024-01-01 09:13:13,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'sh interface 1/1'
<181>,2024-01-01 09:13:13,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'no logging monitorinternal2 1384'
<181>,2024-01-01 09:13:13,M6424,'Base,NOT SYS pts/0 root 192.168.0.157 'end'
